Video,Config,Frame_Index,MSE
05_break_entropy.mp4,V5 Hybrid Arena,74,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,75,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,76,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,77,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,78,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,79,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,80,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,81,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,82,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,83,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,84,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,85,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,86,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,87,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,88,0.0000
05_break_entropy.mp4,V5 Hybrid Arena,89,0.0000
06_break_jitter.mp4,V5 Hybrid Arena,0,0.0000
06_break_jitter.mp4,V5 Hybrid Arena,1,26.0978
06_break_jitter.mp4,V5 Hybrid Arena,2,1.4135
06_break_jitter.mp4,V5 Hybrid Arena,3,1.7666
06_break_jitter.mp4,V5 Hybrid Arena,4,0.8719
06_break_jitter.mp4,V5 Hybrid Arena,5,0.4629
06_break_jitter.mp4,V5 Hybrid Arena,6,18.1479
06_break_jitter.mp4,V5 Hybrid Arena,7,0.9871
06_break_jitter.mp4,V5 Hybrid Arena,8,0.7281
06_break_jitter.mp4,V5 Hybrid Arena,9,1.4566
06_break_jitter.mp4,V5 Hybrid Arena,10,0.8306
06_break_jitter.mp4,V5 Hybrid Arena,11,0.3447
06_break_jitter.mp4,V5 Hybrid Arena,12,0.5213
06_break_jitter.mp4,V5 Hybrid Arena,13,0.3499
06_break_jitter.mp4,V5 Hybrid Arena,14,0.0975
06_break_jitter.mp4,V5 Hybrid Arena,15,4.4989
06_break_jitter.mp4,V5 Hybrid Arena,16,12.6333
06_break_jitter.mp4,V5 Hybrid Arena,17,0.0649
06_break_jitter.mp4,V5 Hybrid Arena,18,0.5513
06_break_jitter.mp4,V5 Hybrid Arena,19,0.1387
06_break_jitter.mp4,V5 Hybrid Arena,20,1.4717
06_break_jitter.mp4,V5 Hybrid Arena,21,17.2955
06_break_jitter.mp4,V5 Hybrid Arena,22,26.9605
06_break_jitter.mp4,V5 Hybrid Arena,23,26.7642
06_break_jitter.mp4,V5 Hybrid Arena,24,17.5999
06_break_jitter.mp4,V5 Hybrid Arena,25,0.2768
06_break_jitter.mp4,V5 Hybrid Arena,26,0.0657
06_break_jitter.mp4,V5 Hybrid Arena,27,1.1906
06_break_jitter.mp4,V5 Hybrid Arena,28,0.3524
06_break_jitter.mp4,V5 Hybrid Arena,29,0.9503
06_break_jitter.mp4,V5 Hybrid Arena,30,0.0557
06_break_jitter.mp4,V5 Hybrid Arena,31,0.6264
06_break_jitter.mp4,V5 Hybrid Arena,32,1.1525
06_break_jitter.mp4,V5 Hybrid Arena,33,17.9020
06_break_jitter.mp4,V5 Hybrid Arena,34,18.0687
06_break_jitter.mp4,V5 Hybrid Arena,35,17.5586
06_break_jitter.mp4,V5 Hybrid Arena,36,2.0762
06_break_jitter.mp4,V5 Hybrid Arena,37,0.3660
06_break_jitter.mp4,V5 Hybrid Arena,38,0.1464
06_break_jitter.mp4,V5 Hybrid Arena,39,0.4516
06_break_jitter.mp4,V5 Hybrid Arena,40,0.1890
06_break_jitter.mp4,V5 Hybrid Arena,41,0.1329
06_break_jitter.mp4,V5 Hybrid Arena,42,0.5898
06_break_jitter.mp4,V5 Hybrid Arena,43,0.4131
06_break_jitter.mp4,V5 Hybrid Arena,44,0.3631
06_break_jitter.mp4,V5 Hybrid Arena,45,1.2846
06_break_jitter.mp4,V5 Hybrid Arena,46,0.4291
06_break_jitter.mp4,V5 Hybrid Arena,47,0.1370
06_break_jitter.mp4,V5 Hybrid Arena,48,0.6960
06_break_jitter.mp4,V5 Hybrid Arena,49,2.0678
06_break_jitter.mp4,V5 Hybrid Arena,50,0.4562
06_break_jitter.mp4,V5 Hybrid Arena,51,0.5811
06_break_jitter.mp4,V5 Hybrid Arena,52,0.6443
06_break_jitter.mp4,V5 Hybrid Arena,53,1.5924
06_break_jitter.mp4,V5 Hybrid Arena,54,1.3966
06_break_jitter.mp4,V5 Hybrid Arena,55,8.6050
06_break_jitter.mp4,V5 Hybrid Arena,56,0.2970
06_break_jitter.mp4,V5 Hybrid Arena,57,18.1822
06_break_jitter.mp4,V5 Hybrid Arena,58,1.4525
06_break_jitter.mp4,V5 Hybrid Arena,59,0.4794
06_break_jitter.mp4,V5 Hybrid Arena,60,0.6981
06_break_jitter.mp4,V5 Hybrid Arena,61,0.5649
06_break_jitter.mp4,V5 Hybrid Arena,62,0.5175
06_break_jitter.mp4,V5 Hybrid Arena,63,2.0558
06_break_jitter.mp4,V5 Hybrid Arena,64,17.9625
06_break_jitter.mp4,V5 Hybrid Arena,65,0.3299
06_break_jitter.mp4,V5 Hybrid Arena,66,0.2126
06_break_jitter.mp4,V5 Hybrid Arena,67,1.0131
06_break_jitter.mp4,V5 Hybrid Arena,68,0.1283
06_break_jitter.mp4,V5 Hybrid Arena,69,0.3052
06_break_jitter.mp4,V5 Hybrid Arena,70,18.0234
06_break_jitter.mp4,V5 Hybrid Arena,71,19.3568
06_break_jitter.mp4,V5 Hybrid Arena,72,0.6309
06_break_jitter.mp4,V5 Hybrid Arena,73,0.6541
06_break_jitter.mp4,V5 Hybrid Arena,74,2.0064
06_break_jitter.mp4,V5 Hybrid Arena,75,0.3839
06_break_jitter.mp4,V5 Hybrid Arena,76,7.7805
06_break_jitter.mp4,V5 Hybrid Arena,77,0.2118
06_break_jitter.mp4,V5 Hybrid Arena,78,17.8652
06_break_jitter.mp4,V5 Hybrid Arena,79,0.1294
06_break_jitter.mp4,V5 Hybrid Arena,80,18.1784
06_break_jitter.mp4,V5 Hybrid Arena,81,0.4451
06_break_jitter.mp4,V5 Hybrid Arena,82,2.7388
06_break_jitter.mp4,V5 Hybrid Arena,83,3.2996
06_break_jitter.mp4,V5 Hybrid Arena,84,0.6801
06_break_jitter.mp4,V5 Hybrid Arena,85,1.0128
06_break_jitter.mp4,V5 Hybrid Arena,86,0.4842
06_break_jitter.mp4,V5 Hybrid Arena,87,0.1647
06_break_jitter.mp4,V5 Hybrid Arena,88,2.5031
06_break_jitter.mp4,V5 Hybrid Arena,89,15.5484
07_break_fade.mp4,V5 Hybrid Arena,0,0.0000
07_break_fade.mp4,V5 Hybrid Arena,1,14.0340
07_break_fade.mp4,V5 Hybrid Arena,2,6.9318
07_break_fade.mp4,V5 Hybrid Arena,3,5.4180
07_break_fade.mp4,V5 Hybrid Arena,4,3.6757
07_break_fade.mp4,V5 Hybrid Arena,5,3.3954
07_break_fade.mp4,V5 Hybrid Arena,6,3.5544
07_break_fade.mp4,V5 Hybrid Arena,7,3.5563
07_break_fade.mp4,V5 Hybrid Arena,8,3.5800
07_break_fade.mp4,V5 Hybrid Arena,9,4.5097
07_break_fade.mp4,V5 Hybrid Arena,10,4.4723
07_break_fade.mp4,V5 Hybrid Arena,11,4.1932
07_break_fade.mp4,V5 Hybrid Arena,12,5.1307
07_break_fade.mp4,V5 Hybrid Arena,13,5.1362
07_break_fade.mp4,V5 Hybrid Arena,14,5.8322
07_break_fade.mp4,V5 Hybrid Arena,15,5.1696
07_break_fade.mp4,V5 Hybrid Arena,16,6.0338
07_break_fade.mp4,V5 Hybrid Arena,17,6.0250
07_break_fade.mp4,V5 Hybrid Arena,18,5.3877
07_break_fade.mp4,V5 Hybrid Arena,19,5.3120
07_break_fade.mp4,V5 Hybrid Arena,20,5.0035
07_break_fade.mp4,V5 Hybrid Arena,21,5.2924
07_break_fade.mp4,V5 Hybrid Arena,22,5.7287
07_break_fade.mp4,V5 Hybrid Arena,23,5.1794
07_break_fade.mp4,V5 Hybrid Arena,24,5.1653
07_break_fade.mp4,V5 Hybrid Arena,25,5.5036
07_break_fade.mp4,V5 Hybrid Arena,26,5.1546
07_break_fade.mp4,V5 Hybrid Arena,27,5.0698
07_break_fade.mp4,V5 Hybrid Arena,28,4.9512
07_break_fade.mp4,V5 Hybrid Arena,29,4.8474
07_break_fade.mp4,V5 Hybrid Arena,30,5.1606
07_break_fade.mp4,V5 Hybrid Arena,31,5.0621
07_break_fade.mp4,V5 Hybrid Arena,32,5.3048
07_break_fade.mp4,V5 Hybrid Arena,33,5.6681
07_break_fade.mp4,V5 Hybrid Arena,34,6.4914
07_break_fade.mp4,V5 Hybrid Arena,35,5.8493
07_break_fade.mp4,V5 Hybrid Arena,36,5.9946
07_break_fade.mp4,V5 Hybrid Arena,37,5.7930
07_break_fade.mp4,V5 Hybrid Arena,38,6.3521
07_break_fade.mp4,V5 Hybrid Arena,39,5.9118
07_break_fade.mp4,V5 Hybrid Arena,40,6.5226
07_break_fade.mp4,V5 Hybrid Arena,41,6.3533
07_break_fade.mp4,V5 Hybrid Arena,42,6.7168
07_break_fade.mp4,V5 Hybrid Arena,43,5.8132
07_break_fade.mp4,V5 Hybrid Arena,44,6.7253
07_break_fade.mp4,V5 Hybrid Arena,45,6.5999
07_break_fade.mp4,V5 Hybrid Arena,46,6.8707
07_break_fade.mp4,V5 Hybrid Arena,47,6.2617
07_break_fade.mp4,V5 Hybrid Arena,48,7.2049
07_break_fade.mp4,V5 Hybrid Arena,49,6.5919
07_break_fade.mp4,V5 Hybrid Arena,50,6.6980
07_break_fade.mp4,V5 Hybrid Arena,51,5.8470
07_break_fade.mp4,V5 Hybrid Arena,52,6.4864
07_break_fade.mp4,V5 Hybrid Arena,53,5.8122
07_break_fade.mp4,V5 Hybrid Arena,54,6.0783
07_break_fade.mp4,V5 Hybrid Arena,55,5.4106
07_break_fade.mp4,V5 Hybrid Arena,56,6.3218
07_break_fade.mp4,V5 Hybrid Arena,57,5.4028
07_break_fade.mp4,V5 Hybrid Arena,58,5.9664
07_break_fade.mp4,V5 Hybrid Arena,59,5.5217
07_break_fade.mp4,V5 Hybrid Arena,60,6.6293
07_break_fade.mp4,V5 Hybrid Arena,61,6.5959
07_break_fade.mp4,V5 Hybrid Arena,62,6.6234
07_break_fade.mp4,V5 Hybrid Arena,63,5.5989
07_break_fade.mp4,V5 Hybrid Arena,64,5.4788
07_break_fade.mp4,V5 Hybrid Arena,65,5.7903
07_break_fade.mp4,V5 Hybrid Arena,66,5.9723
07_break_fade.mp4,V5 Hybrid Arena,67,5.6023
07_break_fade.mp4,V5 Hybrid Arena,68,5.6561
07_break_fade.mp4,V5 Hybrid Arena,69,5.8969
07_break_fade.mp4,V5 Hybrid Arena,70,6.0579
07_break_fade.mp4,V5 Hybrid Arena,71,5.4126
07_break_fade.mp4,V5 Hybrid Arena,72,5.5630
07_break_fade.mp4,V5 Hybrid Arena,73,5.4204
07_break_fade.mp4,V5 Hybrid Arena,74,5.4932
07_break_fade.mp4,V5 Hybrid Arena,75,5.7633
07_break_fade.mp4,V5 Hybrid Arena,76,5.7171
07_break_fade.mp4,V5 Hybrid Arena,77,5.2418
07_break_fade.mp4,V5 Hybrid Arena,78,5.4549
07_break_fade.mp4,V5 Hybrid Arena,79,5.5786
07_break_fade.mp4,V5 Hybrid Arena,80,5.8954
07_break_fade.mp4,V5 Hybrid Arena,81,5.6267
07_break_fade.mp4,V5 Hybrid Arena,82,5.5585
07_break_fade.mp4,V5 Hybrid Arena,83,5.6805
07_break_fade.mp4,V5 Hybrid Arena,84,5.0932
07_break_fade.mp4,V5 Hybrid Arena,85,5.2969
07_break_fade.mp4,V5 Hybrid Arena,86,4.9097
07_break_fade.mp4,V5 Hybrid Arena,87,4.8985
07_break_fade.mp4,V5 Hybrid Arena,88,4.9794
07_break_fade.mp4,V5 Hybrid Arena,89,4.7292
08_break_moire.mp4,V5 Hybrid Arena,0,0.0000
08_break_moire.mp4,V5 Hybrid Arena,1,1.6250
08_break_moire.mp4,V5 Hybrid Arena,2,1.6250
08_break_moire.mp4,V5 Hybrid Arena,3,1.6250
08_break_moire.mp4,V5 Hybrid Arena,4,1.6250
08_break_moire.mp4,V5 Hybrid Arena,5,1.6250
08_break_moire.mp4,V5 Hybrid Arena,6,1.6250
08_break_moire.mp4,V5 Hybrid Arena,7,1.6250
08_break_moire.mp4,V5 Hybrid Arena,8,1.6250
08_break_moire.mp4,V5 Hybrid Arena,9,1.6250
08_break_moire.mp4,V5 Hybrid Arena,10,1.6250
08_break_moire.mp4,V5 Hybrid Arena,11,1.6250
08_break_moire.mp4,V5 Hybrid Arena,12,2.8750
08_break_moire.mp4,V5 Hybrid Arena,13,2.8750
08_break_moire.mp4,V5 Hybrid Arena,14,2.8750
08_break_moire.mp4,V5 Hybrid Arena,15,2.8750
08_break_moire.mp4,V5 Hybrid Arena,16,2.8750
08_break_moire.mp4,V5 Hybrid Arena,17,2.8750
08_break_moire.mp4,V5 Hybrid Arena,18,2.8750
08_break_moire.mp4,V5 Hybrid Arena,19,2.8750
08_break_moire.mp4,V5 Hybrid Arena,20,2.8750
08_break_moire.mp4,V5 Hybrid Arena,21,2.8750
08_break_moire.mp4,V5 Hybrid Arena,22,2.8750
08_break_moire.mp4,V5 Hybrid Arena,23,2.8750
08_break_moire.mp4,V5 Hybrid Arena,24,2.8750
08_break_moire.mp4,V5 Hybrid Arena,25,2.8750
08_break_moire.mp4,V5 Hybrid Arena,26,2.8750
08_break_moire.mp4,V5 Hybrid Arena,27,2.8750
08_break_moire.mp4,V5 Hybrid Arena,28,2.8750
08_break_moire.mp4,V5 Hybrid Arena,29,2.8750
08_break_moire.mp4,V5 Hybrid Arena,30,0.0000
08_break_moire.mp4,V5 Hybrid Arena,31,0.0000
08_break_moire.mp4,V5 Hybrid Arena,32,0.0000
08_break_moire.mp4,V5 Hybrid Arena,33,0.0000
08_break_moire.mp4,V5 Hybrid Arena,34,0.0000
08_break_moire.mp4,V5 Hybrid Arena,35,0.0000
08_break_moire.mp4,V5 Hybrid Arena,36,0.8828
08_break_moire.mp4,V5 Hybrid Arena,37,0.8828
08_break_moire.mp4,V5 Hybrid Arena,38,0.8828
08_break_moire.mp4,V5 Hybrid Arena,39,0.8828
08_break_moire.mp4,V5 Hybrid Arena,40,0.8828
08_break_moire.mp4,V5 Hybrid Arena,41,0.8828
08_break_moire.mp4,V5 Hybrid Arena,42,0.8828
08_break_moire.mp4,V5 Hybrid Arena,43,0.8828
08_break_moire.mp4,V5 Hybrid Arena,44,0.8828
08_break_moire.mp4,V5 Hybrid Arena,45,0.8828
08_break_moire.mp4,V5 Hybrid Arena,46,0.8828
08_break_moire.mp4,V5 Hybrid Arena,47,0.8828
08_break_moire.mp4,V5 Hybrid Arena,48,0.8828
08_break_moire.mp4,V5 Hybrid Arena,49,0.8828
08_break_moire.mp4,V5 Hybrid Arena,50,0.8828
08_break_moire.mp4,V5 Hybrid Arena,51,0.8828
08_break_moire.mp4,V5 Hybrid Arena,52,0.8828
08_break_moire.mp4,V5 Hybrid Arena,53,0.8828
08_break_moire.mp4,V5 Hybrid Arena,54,0.8828
08_break_moire.mp4,V5 Hybrid Arena,55,0.8828
08_break_moire.mp4,V5 Hybrid Arena,56,0.8828
08_break_moire.mp4,V5 Hybrid Arena,57,0.8828
08_break_moire.mp4,V5 Hybrid Arena,58,0.8828
08_break_moire.mp4,V5 Hybrid Arena,59,0.8828
08_break_moire.mp4,V5 Hybrid Arena,60,0.0000
08_break_moire.mp4,V5 Hybrid Arena,61,0.0000
08_break_moire.mp4,V5 Hybrid Arena,62,0.0000
08_break_moire.mp4,V5 Hybrid Arena,63,0.0000
08_break_moire.mp4,V5 Hybrid Arena,64,0.0000
08_break_moire.mp4,V5 Hybrid Arena,65,0.0000
08_break_moire.mp4,V5 Hybrid Arena,66,0.0000
08_break_moire.mp4,V5 Hybrid Arena,67,0.0000
08_break_moire.mp4,V5 Hybrid Arena,68,0.0000
08_break_moire.mp4,V5 Hybrid Arena,69,0.0000
08_break_moire.mp4,V5 Hybrid Arena,70,0.0000
08_break_moire.mp4,V5 Hybrid Arena,71,0.0000
08_break_moire.mp4,V5 Hybrid Arena,72,0.0000
08_break_moire.mp4,V5 Hybrid Arena,73,0.0000
08_break_moire.mp4,V5 Hybrid Arena,74,0.0000
08_break_moire.mp4,V5 Hybrid Arena,75,0.0000
08_break_moire.mp4,V5 Hybrid Arena,76,0.0000
08_break_moire.mp4,V5 Hybrid Arena,77,0.0000
08_break_moire.mp4,V5 Hybrid Arena,78,0.0000
08_break_moire.mp4,V5 Hybrid Arena,79,0.0000
08_break_moire.mp4,V5 Hybrid Arena,80,0.0000
08_break_moire.mp4,V5 Hybrid Arena,81,0.0000
08_break_moire.mp4,V5 Hybrid Arena,82,0.0000
08_break_moire.mp4,V5 Hybrid Arena,83,0.0000
08_break_moire.mp4,V5 Hybrid Arena,84,0.0000
08_break_moire.mp4,V5 Hybrid Arena,85,0.0000
08_break_moire.mp4,V5 Hybrid Arena,86,0.0000
08_break_moire.mp4,V5 Hybrid Arena,87,0.0000
08_break_moire.mp4,V5 Hybrid Arena,88,0.0000
08_break_moire.mp4,V5 Hybrid Arena,89,0.0000
09_scaling_ui.mp4,V5 Hybrid Arena,0,0.0000
09_scaling_ui.mp4,V5 Hybrid Arena,1,0.6802
09_scaling_ui.mp4,V5 Hybrid Arena,2,2.0121
09_scaling_ui.mp4,V5 Hybrid Arena,3,1.2204
09_scaling_ui.mp4,V5 Hybrid Arena,4,0.9098
09_scaling_ui.mp4,V5 Hybrid Arena,5,2.4550
09_scaling_ui.mp4,V5 Hybrid Arena,6,2.0889
09_scaling_ui.mp4,V5 Hybrid Arena,7,1.0933
09_scaling_ui.mp4,V5 Hybrid Arena,8,1.5679
09_scaling_ui.mp4,V5 Hybrid Arena,9,1.4603
09_scaling_ui.mp4,V5 Hybrid Arena,10,2.8703
09_scaling_ui.mp4,V5 Hybrid Arena,11,2.4682
09_scaling_ui.mp4,V5 Hybrid Arena,12,2.7586
09_scaling_ui.mp4,V5 Hybrid Arena,13,4.7581
09_scaling_ui.mp4,V5 Hybrid Arena,14,1.7809
09_scaling_ui.mp4,V5 Hybrid Arena,15,0.3774
09_scaling_ui.mp4,V5 Hybrid Arena,16,1.1426
09_scaling_ui.mp4,V5 Hybrid Arena,17,0.5722
09_scaling_ui.mp4,V5 Hybrid Arena,18,1.7397
09_scaling_ui.mp4,V5 Hybrid Arena,19,0.7492
09_scaling_ui.mp4,V5 Hybrid Arena,20,0.7528
09_scaling_ui.mp4,V5 Hybrid Arena,21,2.9470
09_scaling_ui.mp4,V5 Hybrid Arena,22,2.2341
09_scaling_ui.mp4,V5 Hybrid Arena,23,0.6379
09_scaling_ui.mp4,V5 Hybrid Arena,24,0.9331
09_scaling_ui.mp4,V5 Hybrid Arena,25,0.6284
09_scaling_ui.mp4,V5 Hybrid Arena,26,2.3284
09_scaling_ui.mp4,V5 Hybrid Arena,27,1.3978
09_scaling_ui.mp4,V5 Hybrid Arena,28,1.6984
09_scaling_ui.mp4,V5 Hybrid Arena,29,4.0453
09_scaling_ui.mp4,V5 Hybrid Arena,30,3.1380
09_scaling_ui.mp4,V5 Hybrid Arena,31,1.2978
09_scaling_ui.mp4,V5 Hybrid Arena,32,1.6213
09_scaling_ui.mp4,V5 Hybrid Arena,33,1.3211
09_scaling_ui.mp4,V5 Hybrid Arena,34,3.2642
09_scaling_ui.mp4,V5 Hybrid Arena,35,1.9909
09_scaling_ui.mp4,V5 Hybrid Arena,36,2.3042
09_scaling_ui.mp4,V5 Hybrid Arena,37,6.3406
09_scaling_ui.mp4,V5 Hybrid Arena,38,2.7633
09_scaling_ui.mp4,V5 Hybrid Arena,39,0.6933
09_scaling_ui.mp4,V5 Hybrid Arena,40,1.1632
09_scaling_ui.mp4,V5 Hybrid Arena,41,1.2085
09_scaling_ui.mp4,V5 Hybrid Arena,42,3.1233
09_scaling_ui.mp4,V5 Hybrid Arena,43,1.3414
09_scaling_ui.mp4,V5 Hybrid Arena,44,1.3337
09_scaling_ui.mp4,V5 Hybrid Arena,45,4.8378
09_scaling_ui.mp4,V5 Hybrid Arena,46,3.2791
09_scaling_ui.mp4,V5 Hybrid Arena,47,1.2693
09_scaling_ui.mp4,V5 Hybrid Arena,48,1.4138
09_scaling_ui.mp4,V5 Hybrid Arena,49,1.4552
09_scaling_ui.mp4,V5 Hybrid Arena,50,3.6036
09_scaling_ui.mp4,V5 Hybrid Arena,51,1.4728
09_scaling_ui.mp4,V5 Hybrid Arena,52,1.3991
09_scaling_ui.mp4,V5 Hybrid Arena,53,5.3932
09_scaling_ui.mp4,V5 Hybrid Arena,54,3.6081
09_scaling_ui.mp4,V5 Hybrid Arena,55,1.3528
09_scaling_ui.mp4,V5 Hybrid Arena,56,1.5441
09_scaling_ui.mp4,V5 Hybrid Arena,57,1.5849
09_scaling_ui.mp4,V5 Hybrid Arena,58,4.0306
09_scaling_ui.mp4,V5 Hybrid Arena,59,1.5291
09_scaling_ui.mp4,V5 Hybrid Arena,60,1.5881
09_scaling_ui.mp4,V5 Hybrid Arena,61,6.0669
09_scaling_ui.mp4,V5 Hybrid Arena,62,4.0875
09_scaling_ui.mp4,V5 Hybrid Arena,63,1.5608
09_scaling_ui.mp4,V5 Hybrid Arena,64,1.7292
09_scaling_ui.mp4,V5 Hybrid Arena,65,1.7645
09_scaling_ui.mp4,V5 Hybrid Arena,66,4.6944
09_scaling_ui.mp4,V5 Hybrid Arena,67,2.0337
09_scaling_ui.mp4,V5 Hybrid Arena,68,2.0547
09_scaling_ui.mp4,V5 Hybrid Arena,69,6.9484
09_scaling_ui.mp4,V5 Hybrid Arena,70,20.3530
09_scaling_ui.mp4,V5 Hybrid Arena,71,28.8654
09_scaling_ui.mp4,V5 Hybrid Arena,72,2.3625
09_scaling_ui.mp4,V5 Hybrid Arena,73,12.6963
09_scaling_ui.mp4,V5 Hybrid Arena,74,26.2962
09_scaling_ui.mp4,V5 Hybrid Arena,75,28.9171
09_scaling_ui.mp4,V5 Hybrid Arena,76,28.8856
09_scaling_ui.mp4,V5 Hybrid Arena,77,30.0827
09_scaling_ui.mp4,V5 Hybrid Arena,78,32.5145
09_scaling_ui.mp4,V5 Hybrid Arena,79,29.4264
09_scaling_ui.mp4,V5 Hybrid Arena,80,29.4272
09_scaling_ui.mp4,V5 Hybrid Arena,81,30.9208
09_scaling_ui.mp4,V5 Hybrid Arena,82,32.6415
09_scaling_ui.mp4,V5 Hybrid Arena,83,29.4193
09_scaling_ui.mp4,V5 Hybrid Arena,84,30.2126
09_scaling_ui.mp4,V5 Hybrid Arena,85,31.6136
09_scaling_ui.mp4,V5 Hybrid Arena,86,73.4853
09_scaling_ui.mp4,V5 Hybrid Arena,87,30.3117
09_scaling_ui.mp4,V5 Hybrid Arena,88,34.3447
09_scaling_ui.mp4,V5 Hybrid Arena,89,32.4812
ball.mp4,V5 Hybrid Arena,0,0.0000
ball.mp4,V5 Hybrid Arena,1,2.2334
ball.mp4,V5 Hybrid Arena,2,3.0273
ball.mp4,V5 Hybrid Arena,3,3.2709
ball.mp4,V5 Hybrid Arena,4,3.1407
ball.mp4,V5 Hybrid Arena,5,2.6803
ball.mp4,V5 Hybrid Arena,6,2.3721
ball.mp4,V5 Hybrid Arena,7,2.3496
ball.mp4,V5 Hybrid Arena,8,2.3320
ball.mp4,V5 Hybrid Arena,9,2.0753
ball.mp4,V5 Hybrid Arena,10,2.1525
ball.mp4,V5 Hybrid Arena,11,2.0625
ball.mp4,V5 Hybrid Arena,12,2.1683
ball.mp4,V5 Hybrid Arena,13,2.1565
ball.mp4,V5 Hybrid Arena,14,1.7903
ball.mp4,V5 Hybrid Arena,15,2.2007
ball.mp4,V5 Hybrid Arena,16,1.9527
ball.mp4,V5 Hybrid Arena,17,1.9496
ball.mp4,V5 Hybrid Arena,18,1.5894
ball.mp4,V5 Hybrid Arena,19,1.5823
ball.mp4,V5 Hybrid Arena,20,1.7903
ball.mp4,V5 Hybrid Arena,21,1.7846
ball.mp4,V5 Hybrid Arena,22,1.5520
ball.mp4,V5 Hybrid Arena,23,1.3142
ball.mp4,V5 Hybrid Arena,24,1.2473
ball.mp4,V5 Hybrid Arena,25,1.2340
ball.mp4,V5 Hybrid Arena,26,1.1878
ball.mp4,V5 Hybrid Arena,27,1.1772
ball.mp4,V5 Hybrid Arena,28,1.1788
ball.mp4,V5 Hybrid Arena,29,1.1902
ball.mp4,V5 Hybrid Arena,30,1.2168
ball.mp4,V5 Hybrid Arena,31,1.2193
ball.mp4,V5 Hybrid Arena,32,1.2905
ball.mp4,V5 Hybrid Arena,33,1.3897
ball.mp4,V5 Hybrid Arena,34,1.2867
ball.mp4,V5 Hybrid Arena,35,1.2376
ball.mp4,V5 Hybrid Arena,36,1.3069
ball.mp4,V5 Hybrid Arena,37,1.2693
ball.mp4,V5 Hybrid Arena,38,1.2912
ball.mp4,V5 Hybrid Arena,39,1.3815
ball.mp4,V5 Hybrid Arena,40,1.1184
ball.mp4,V5 Hybrid Arena,41,1.2969
ball.mp4,V5 Hybrid Arena,42,1.2853
ball.mp4,V5 Hybrid Arena,43,1.3344
ball.mp4,V5 Hybrid Arena,44,1.1959
ball.mp4,V5 Hybrid Arena,45,1.2461
ball.mp4,V5 Hybrid Arena,46,1.3260
ball.mp4,V5 Hybrid Arena,47,1.2077
ball.mp4,V5 Hybrid Arena,48,1.2004
ball.mp4,V5 Hybrid Arena,49,1.3272
ball.mp4,V5 Hybrid Arena,50,1.2199
ball.mp4,V5 Hybrid Arena,51,1.3256
ball.mp4,V5 Hybrid Arena,52,1.2716
ball.mp4,V5 Hybrid Arena,53,1.2610
ball.mp4,V5 Hybrid Arena,54,1.1776
ball.mp4,V5 Hybrid Arena,55,1.2673
ball.mp4,V5 Hybrid Arena,56,1.2104
ball.mp4,V5 Hybrid Arena,57,1.2762
ball.mp4,V5 Hybrid Arena,58,1.3142
ball.mp4,V5 Hybrid Arena,59,1.1252
ball.mp4,V5 Hybrid Arena,60,1.1237
ball.mp4,V5 Hybrid Arena,61,1.1533
ball.mp4,V5 Hybrid Arena,62,1.1270
ball.mp4,V5 Hybrid Arena,63,1.2063
ball.mp4,V5 Hybrid Arena,64,1.2527
ball.mp4,V5 Hybrid Arena,65,1.1394
ball.mp4,V5 Hybrid Arena,66,1.1470
ball.mp4,V5 Hybrid Arena,67,1.4565
ball.mp4,V5 Hybrid Arena,68,1.1715
ball.mp4,V5 Hybrid Arena,69,1.2980
ball.mp4,V5 Hybrid Arena,70,1.2394
ball.mp4,V5 Hybrid Arena,71,1.2318
ball.mp4,V5 Hybrid Arena,72,1.2103
ball.mp4,V5 Hybrid Arena,73,1.2145
ball.mp4,V5 Hybrid Arena,74,1.3065
ball.mp4,V5 Hybrid Arena,75,1.2294
ball.mp4,V5 Hybrid Arena,76,1.2296
ball.mp4,V5 Hybrid Arena,77,1.9241
ball.mp4,V5 Hybrid Arena,78,2.2604
ball.mp4,V5 Hybrid Arena,79,2.0640
ball.mp4,V5 Hybrid Arena,80,2.5132
ball.mp4,V5 Hybrid Arena,81,2.2135
ball.mp4,V5 Hybrid Arena,82,2.3546
ball.mp4,V5 Hybrid Arena,83,2.0935
ball.mp4,V5 Hybrid Arena,84,2.7582
ball.mp4,V5 Hybrid Arena,85,2.1967
ball.mp4,V5 Hybrid Arena,86,2.0116
ball.mp4,V5 Hybrid Arena,87,3.5526
ball.mp4,V5 Hybrid Arena,88,2.6895
ball.mp4,V5 Hybrid Arena,89,2.4430
ball.mp4,V5 Hybrid Arena,90,2.1177
ball.mp4,V5 Hybrid Arena,91,2.3483
